subject,theta_rest,alpha_rest,ratio_rest,pci_rest,conv_rest,n_epochs_rest,theta_task,alpha_task,ratio_task,pci_task,conv_task,n_epochs_task,pci_imagery,ratio_imagery,pci_rest_eo,ratio_rest_eo,pci_rest_frontal,ratio_rest_frontal,pci_task_frontal,ratio_task_frontal
1,5.900391064574124,10.11282642663494,1.7139247748089492,1.0930449027382205,4.212435362060817,15,5.731999006878483,10.687231689389238,1.8640878613866234,-0.5996237895622476,4.955232682510755,20,-0.9949346372080797,1.8968864072057632,-0.4177163411644547,1.8483353003528764,0.7845928762248066,1.7377157280287414,-0.46089209499403166,1.8480135019059785
2,6.268984856015274,10.93582649341939,1.7444333882743621,0.704036355815525,4.666841637404115,15,5.992333700614912,11.212299465000154,1.8711234215474506,-0.6753047321009404,5.219965764385242,30,-0.3994319332537041,1.8464139651095126,-0.23553747038065878,1.8314054117698384,3.8431984323329096,1.6096712079089515,-0.44203922471713164,1.8442155501781565
4,6.058125425589753,10.576352364072411,1.7458127095549218,0.6877713350492,4.518226938482658,15,5.773756851314273,10.247431486088512,1.7751244239360648,0.36313715114486,4.473674634774239,30,0.2734944330884455,1.7830641349028657,-0.45654830716297856,1.851871678617305,-0.20001117669940424,1.8280529442302298,-0.1920919598018494,1.8272427400141271
5,5.786524417998622,10.57884484303406,1.828186330663226,-0.20142213360613812,4.792320425035438,15,5.746707050356003,10.34822012373242,1.8036458048644493,0.06575908519885415,4.601513073376417,30,0.45497922371359667,1.7669294051528768,1.2847802479950339,1.7008203923080525,1.0399654558765699,1.717786956207497,0.2544133507046796,1.7886692966428384
6,6.077034223130669,10.180503975998558,1.6752421661949979,1.7363829273363915,4.103469752867889,15,6.027308012979703,10.186023021487056,1.6908645487642324,2.0014601071712623,4.158715008507353,30,1.3177280433210414,1.6987072584746252,2.547107156579923,1.6457727690767576,0.5699718178601446,1.7560166617444408,-3.1043723836560426,1.9698100873407594
7,6.3367972924874225,11.017422499663805,1.7386420917591112,0.7733442927300415,4.680625207176383,15,5.922919004047332,10.507787859860773,1.7753738321982353,0.404409877423397,4.584868855813442,30,-0.05804929397998182,1.8145352432832864,0.40487548914752197,1.770874447892148,2.26160574861469,1.5736115342506087,-1.3276190198699358,1.919957643185254
8,6.193421326094397,9.768386522219556,1.577219763987791,2.3378218406490303,3.5749651961251594,15,6.3263472618105645,9.547571440938132,1.5125858202881466,2.0731684138904387,3.2212241791275678,30,2.096085227594066,1.659934223375045,1.8307182591077638,1.6708036360886291,3.4052501743839754,1.6049178485622737,1.077743980067738,1.652960833123637
10,6.275780025504985,9.594815984969598,1.5288642919248185,1.664604919888295,3.319035959464613,14,5.969087040270581,10.207293024857067,1.710033402792639,1.1485773637643164,4.238205984586487,23,0.6315841561239632,1.7571952756101468,1.00961134991438,1.7200402721839856,1.7485750720012685,1.5375592463163754,0.8318633930640629,1.7354208721105953
11,6.058635157443426,10.188928826328494,1.6817201500920111,1.6089637353370105,4.130293668885068,15,5.720666826964813,10.56390929812628,1.846644723456312,-0.39953136570037917,4.843242471161468,30,-0.6760263145896196,1.8695858721414758,0.167357755988008,1.7930729476148193,0.1369540132952275,1.7959594528265244,-0.8119805412840015,1.876308507781625
12,5.563900786931997,10.493623675834238,1.8860191936708761,-0.8549017047828222,4.929722888902241,15,5.446871100136805,10.166176167017444,1.866404796708545,-0.6320681764974695,4.719305066880637,30,-0.5846759331890719,1.8613104579898527,-0.11783537106367052,1.8202562691098174,0.42336962514258814,1.76918203035787,-2.775107177567322,2.0068851381369357
13,6.2605954535105175,9.673725776159928,1.5451766286440947,1.8314055902587196,3.413130322649411,15,5.919673869384145,10.292891861743716,1.7392812311336194,0.7982671949459622,4.37321799235957,6,-0.08940041887417782,1.8175146549052514,0.3299241093676227,1.777794744504004,3.1066864343929685,1.6001406889771221,0.11790329020190689,1.797874864032375
14,6.291849668402883,9.90989650004833,1.5750370753158582,2.2908735965684057,3.6180468316454464,15,6.419489114727986,10.355801096072554,1.6131195799276472,4.08812743445211,3.9363119813445677,30,2.472345028298604,1.6264920661275601,5.868715799456233,1.6191105730192754,1.4915769706472581,1.5071294825103414,2.2684229790104093,1.6385204758082417
15,6.17156239320899,10.628899757318164,1.722238078482995,0.9804129719248522,4.457337364109175,15,6.201661265459462,10.603081286846125,1.7098568016928164,1.1557178515998454,4.401420021386663,20,1.082771234039726,1.7146862725378267,2.1097196548227783,1.659345792112695,2.7974772586982355,1.6399820049591673,1.577918657120286,1.6845288722424328
16,5.917628152192415,10.860044565784257,1.835202261189854,-0.2759536054982498,4.942416413591842,15,5.927759567923717,10.086667207184993,1.7016108016429299,1.2746044970293937,4.158907639261276,30,1.8624286171858366,1.6699670084018385,1.2461039157389893,1.703355760429874,3.128090982712682,1.600536974972302,-0.00995012118540374,1.8099623499138389
17,5.833419799395532,10.743489610851967,1.8417137768766827,-0.3458105789045309,4.9100698114564345,15,5.742951370226885,10.471433983871288,1.8233541099021349,-0.15042322001476136,4.7284826136444025,12,0.33004675773827646,1.7779604248743426,-0.2528628685568136,1.8330354084954747,0.2035911539269871,1.7896426441401947,-0.7518873035320964,1.8776141916606683
18,5.707777413475239,10.303143608397384,1.8051060617874042,0.04096154407752425,4.595366194922145,15,5.520620104855427,10.558487741371867,1.9128278649926223,-1.2785605401825468,5.03786763651644,30,-0.5087779849188634,1.8565751435708568,-1.4941969806678739,1.9299884493985517,0.6447298713952764,1.7494983360464123,-1.879036650130345,1.9422128223201602
19,5.5528368543481745,10.010592624524918,1.802788896397357,0.06524462368828768,4.457755770176743,15,5.92337067167114,10.057870990241604,1.6982617938137192,1.349719945887259,4.134500318570463,19,0.6052542571286822,1.7529259391984064,-0.1581992493496401,1.8240922508390311,-0.023258262147800544,1.8112378606669495,-1.591977342006936,1.935392094849584
20,5.786024564904646,10.763224432704328,1.8602106354662022,-0.5495306543754275,4.9771998677996825,15,5.765388069663178,10.025830961669982,1.7398768931026671,0.8190692296576798,4.260442892006804,30,0.43054478878420255,1.7685276629798001,0.3746780037464379,1.773651195465031,1.2225414618998982,1.7049272493938752,-0.7336814840931909,1.8755017516816705
21,5.965819495133718,9.804780409480076,1.643492636255216,2.6392994259245692,3.838960914346358,12,5.908719268930265,10.396642953743093,1.759611329667114,0.5350992092596201,4.487923684812829,30,0.16173458224163562,1.7940394287081056,-0.3215392011375646,1.839459426266546,4.705193434080512,1.6214590889278786,-0.4487064084606417,1.85013168252044
23,5.768736978178885,10.16524052070856,1.762125844731717,0.5012907894778806,4.396503542529675,14,5.563666950472264,10.601529328063064,1.9054756577651573,-1.1140979275994678,5.0378623775908,10,0.1923925786774249,1.7913099433981947,-0.5624357872637745,1.861352429096261,0.2687097180961884,1.7835107879826808,-0.9085934440550283,1.8899841463307179
24,6.351117334751454,9.39792022285857,1.4797270665172415,1.3248782562455486,3.0468028881071163,15,6.339933017695177,9.945344985518581,1.5688542107867502,2.2468356747847684,3.6054119678234025,30,2.2279572279938,1.5706095236577764,2.5797926606970334,1.5867109270446322,0.9319889096562636,1.3699324363353242,-1.2012706868681398,1.9045633889134295
25,6.142493439254367,10.433358157638859,1.698554220825567,1.3200816801149615,4.2908647183844915,15,5.823009985866099,10.437754020032498,1.7929931886775563,0.17330137233510093,4.6147440341663994,30,1.5092466939691322,1.6936708638218618,0.22052998933683277,1.788043187884794,1.3987588164288944,1.4928062043673407,1.977460982833931,1.7051029203864534
26,6.173575145942919,10.006450011459373,1.6208517390503137,4.901988517671906,3.8328748655164544,15,5.745312237041668,10.222851769220513,1.7798025933481076,0.3143772429301893,4.477539532178845,30,3.383068528793486,1.640309488205073,1.8000622025034476,1.6722133820690748,4.0065230535818275,1.610954705104352,-2.040649809744525,1.9447462738322367
27,6.35276582590502,10.88146308506136,1.712870170767105,1.107783476844887,4.528697259156341,15,5.825193571522593,10.819274043471797,1.8591523427618544,-0.7589941438484806,4.9940804719492045,10,-0.9499003392855311,1.8831515317507432,-0.36159336983145307,1.843174720955927,0.6506436491244003,1.7489889376169725,-1.1294553023886975,1.892121915936863
28,6.43679587095077,9.608348580368986,1.4927222756482645,1.3982542954081276,3.171552709418216,14,6.305481790766026,9.646368505091047,1.5298384525061248,1.6735200014676772,3.3408867143250207,4,4.566795055553007,1.626722022492746,1.0477491723669554,1.7172143495866719,2.358853337916817,1.5781578616561234,0.41286986610681486,1.7701420908052972
29,6.095560287975843,9.62977870683553,1.5798020611544632,2.397054915771077,3.5342184188596875,15,6.003355716624087,10.473553259578658,1.7449805028554657,0.7130499031594654,4.47019754295457,30,0.6791531365439039,1.747566861473632,0.0976434731192085,1.7997002735380947,1.5753842961920312,1.5183715742881725,1.4112306074723229,1.65184834995384
30,6.6751343713087445,10.015214916601675,1.5003765256995216,1.4460772158337019,3.3400805452929303,15,6.0355918239098365,10.286001032969061,1.7042610320231766,1.2417557706194167,4.250409209059224,30,2.142245203010743,1.566029391071467,1.9690819578405452,1.6648200611636628,1.231435204915208,1.4605964529094184,0.055183789931815885,1.8045577765017855
31,6.766422966184186,9.001147824454524,1.3302667996722313,0.8447276426433488,2.2347248582703374,15,6.7345784269387545,9.126623639437305,1.3552655621061152,0.8979378336634123,2.39204521249855,30,0.8393485355340004,1.3265541695892642,0.8759827432619113,1.3454413811028154,1.2119230758939823,1.4561798596506568,1.2079126628337578,1.4545354917699647
32,5.89954910166442,10.387968546492901,1.7608072019541592,0.5160124634127209,4.488419444828481,14,5.40515936144126,10.078390518342061,1.8645974840623558,-0.599465703714714,4.673231156900799,17,-0.3466849860320852,1.841794821889476,-0.016839727755802177,1.8106250072859356,-0.10945393189624532,1.8194584926634652,-0.21385721512474098,1.8290674314666349
33,5.681622726848218,10.906613924350191,1.919630086104018,-1.3224487953639983,5.224991197501973,15,5.6445264864572655,10.313668395820487,1.8272638190170287,-0.19208433161638427,4.669141909363222,30,-0.11508631101651448,1.8199945924331207,-0.0718272302249957,1.8158729372150475,-1.1880403657679606,1.9107690736700595,-0.5066611940872631,1.8563702684278187
34,6.058949585154778,9.940067747420905,1.640559573523334,2.769896687021881,3.8811181622661266,15,5.8102747141987034,9.733738690141783,1.675504591875623,1.970732653262249,3.923463975943079,30,1.8350971970708079,1.6308367694237114,7.040614282428451,1.6176992505955052,1.8103557543574897,1.671736551704983,1.2758126305064006,1.7014033969021647
35,5.697248216166241,10.467197771297503,1.8372374476499511,-0.2977079299135258,4.769949555131261,15,6.039381129402973,10.113234408033554,1.674592109898693,1.891235600622144,4.0738532786305806,30,1.544099839515085,1.6854133523920098,0.8532023931798823,1.7321507326621097,-1.1640190393589112,1.9091158583217076,-0.7076135592869334,1.8698113859507122
36,6.16385518497071,10.32406658696362,1.6749365903561018,1.7426792073795407,4.1602114019929095,14,6.1979455081344605,10.203753173814402,1.6464608407717378,2.8046433087553067,4.005807665679942,13,1.6739401069665414,1.6784019094906577,-0.34473416000931284,1.8416139916083807,2.2900755021817143,1.653155093430131,1.779216670450272,1.6777313256026136
37,6.008642715090383,10.115928872522945,1.6835630527868353,1.574630232842895,4.107286157432561,15,5.7551313098589,10.200277207926156,1.7723559971131495,0.389542775614605,4.445145898067256,30,0.4212640554799299,1.7710798900041882,1.5324320809655525,1.685885713637457,1.3704491959919223,1.695400166051543,-0.35679939847672326,1.8424797716307102
38,5.889748000894222,10.711377088681262,1.8186477735643338,-0.10094044842229362,4.8216290877870405,13,5.8788114393828454,10.178034693298711,1.7323820869642446,0.9285578813948216,4.299223253915866,29,0.6092456985233152,1.753327673226842,1.2459013545601947,1.703369183492444,0.03543631535271029,1.8056334814259511,0.16836884295690274,1.7931586517836346
39,5.853500110445599,10.41899422415016,1.7799596869499352,0.3066731937696989,4.565494113704561,15,5.755687767433639,10.214082706067126,1.774830702886931,0.3631390398536385,4.458394938633487,12,-1.1360570912947183,1.924199267909961,0.2946613683598422,1.7810811736481147,1.4414336718563248,1.6911130378600545,1.6281565031332146,1.6998150606797033
40,6.0532225667158475,10.02792914100701,1.656626537432544,2.1857594484632346,3.9747065742911634,15,5.78279975190244,9.929879094400487,1.7171918785058522,1.0635951889378172,4.147079342498047,23,0.11371069138736425,1.7982217954119175,0.12401732612201716,1.7971895487799965,1.2836311289444466,1.7008949294349922,0.5492311507879188,1.7578749620291398
41,6.481379082914384,9.869878928232383,1.52280537860383,1.611643995594503,3.388499845317999,15,5.898999588909923,9.833604089909294,1.670057523598441,1.5488126950127379,3.9346045009993698,30,3.0064747311983417,1.6226580822606391,1.0037461282449687,1.7204793835918473,3.535764963895645,1.606570856190336,0.08574911288402992,1.8009061881591535
42,6.126369183416935,11.304091951946129,1.8451535670661883,-0.3830427849759075,5.177722768529193,15,5.729223012613922,11.482966884731628,2.004269138352411,-3.4081208099216056,5.753743872117706,30,-1.9710963945807456,1.9644650845117453,-3.050230018106928,2.018984203701666,-2.6283402795064363,1.9742797035974962,-2.5679675959194683,1.9673441496106796
43,5.702405043661163,10.421966088277223,1.8276439517151382,-0.1956860991645909,4.71956104461606,15,5.714812814690433,10.250443457721325,1.7936621530930377,0.16114580139423915,4.535630643030892,2,-0.024102831933343363,1.8113155718798826,0.14177041313399094,1.79550175372411,0.4674531037693221,1.7651746440358174,-0.992598516281027,1.8967167237572518
45,6.008971995682069,10.144642131849205,1.6882491945608913,1.490639273592502,4.1356701361671355,14,6.60542320669775,10.064828221797299,1.525799651049605,2.55286212924074,3.4594050150995486,12,1.5764184443830258,1.5158052813580085,2.2749165062456393,1.6536415404827445,3.865827123712605,1.6258703551505058,1.5258401058726423,1.5754452148047595
46,6.123690258026566,10.404079659452911,1.6989885544612364,1.313260208916034,4.280389401426345,15,4.585783011466392,9.063721762108035,1.9764829123935668,-2.7240588883806978,4.477938750641643,3,0.8947785399194849,1.7302270272025413,1.624981273144855,1.6808746690622405,3.7627605829878488,1.6267018057019853,-2.857523310370386,1.979261641242078
47,5.570011767212392,9.901512431155492,1.7776465912406634,0.3315184025680751,4.3315006639431,15,5.621851481885314,10.046127740324813,1.7869417636984277,0.23223163929068158,4.424276258439499,30,0.6996364728880167,1.7450764390586424,1.2840999052859463,1.7008645165956555,1.3455834237252757,1.696945632711048,0.45125296457890046,1.7668466215457515
48,6.529557157897969,9.695222388729041,1.4848208162175245,1.352564123722579,3.165665230831072,15,6.925589631832071,9.4318521919843,1.3618843583559588,0.9127577559592295,2.506262560152229,6,1.3478754669056765,1.4801756583408487,1.0616921850251588,1.4160701483207594,0.9832591204747043,1.3897430081059727,0.9949037562833544,1.3939365586818013
49,5.728776824952912,10.379066657689288,1.811742187700705,-0.028540532189223523,4.650289832736376,14,5.57801222110083,10.347029222080366,1.8551055636468157,-0.4935056892355427,4.769017000979535,25,-1.5841458915771967,1.934979100436946,-0.26921363102084006,1.8345704603112196,-1.2140337137497443,1.9125343249715285,-0.4455458409279818,1.849272496308662
50,6.094931698560804,10.352097486577545,1.6984763732499226,1.3213071694326881,4.257165788016741,15,5.956141518906612,10.621527838975211,1.783292790720253,0.2710534154401093,4.6653863200686,30,0.4826358698118284,1.7638480432020454,0.13016373182949387,1.7966049833728535,1.7747967801888098,1.6733987459666675,0.1726174445149229,1.7925763042077727
51,5.511167612176987,10.351134380049213,1.8782107728275703,-0.7590694342182287,4.839966767872227,15,5.696186921176141,10.442903797454857,1.8338145312845255,-0.26496547269870724,4.746716876278716,30,-0.43676803896142846,1.847402248850277,-0.9707990356396015,1.8950658137784184,0.11480099033453087,1.7980664992679118,-0.442626169022849,1.8406381749071388
52,6.564656335777299,9.87621745894095,1.5044530823518791,1.4731466220928675,3.311561123163651,10,5.943745393101512,9.867663698553816,1.6601543303878037,2.1152146668765996,3.9239183054523035,17,2.369454372585232,1.5703917045924327,2.9217486519479072,1.637548197514896,2.169035038508995,1.657210646021373,1.081997770052713,1.71540338924766
